SWITCH,Enode,Enum,AddressId,NE1,NE2,NE3,NE4,NE5,NE6,NE7,NE8,NE9,NE10
SWITCH38,1105,0,35,0,1,0,1,1,0,1,1,0,0
SWITCH38,1106,1,35,0,1,0,1,0,1,1,0,1,0
SWITCH39,1107,2,36,0,1,1,0,0,1,0,1,1,0
SWITCH39,1107,0,36,1,0,0,1,1,0,1,0,0,1
SWITCH39,1106,1,36,1,1,1,0,0,1,0,1,1,0
SWITCH39,1107,2,36,1,0,1,0,1,0,1,1,0,1
SWITCH38,1105,0,35,0,1,0,1,1,0,1,1,0,0
SWITCH38,1106,1,35,0,1,0,1,0,1,1,0,1,0
SWITCH39,1107,2,36,0,1,1,0,0,1,0,1,1,0
SWITCH39,1107,0,36,1,0,0,1,1,0,1,0,0,1
SWITCH39,1106,1,36,1,1,1,0,0,1,0,1,1,0
SWITCH39,1107,2,36,1,0,1,0,1,0,1,1,0,1
SWITCH40,1108,0,37,0,1,0,1,1,0,1,1,0,0
SWITCH40,1108,1,37,0,1,0,1,0,1,1,0,1,0
SWITCH40,1107,2,37,0,1,1,0,0,1,0,1,1,0
SWITCH40,1108,0,37,1,0,0,1,1,0,1,0,0,1
SWITCH41,1109,1,38,1,1,1,0,0,1,0,1,1,0
SWITCH39,1106,2,36,1,0,1,0,1,0,1,1,0,1
SWITCH39,1107,0,36,0,1,0,1,1,0,1,1,0,0
SWITCH40,1108,1,37,0,1,0,1,0,1,1,0,1,0
SWITCH40,1108,2,37,0,1,1,0,0,1,0,1,1,0
SWITCH40,1107,0,37,1,0,0,1,1,0,1,0,0,1
SWITCH40,1108,1,37,1,1,1,0,0,1,0,1,1,0
SWITCH39,1106,2,36,1,0,1,0,1,0,1,1,0,1
SWITCH39,1107,0,36,0,1,0,1,1,0,1,1,0,0
SWITCH40,1108,1,37,0,1,0,1,0,1,1,0,1,0
SWITCH40,1108,2,37,0,1,1,0,0,1,0,1,1,0
SWITCH40,1107,0,37,1,0,0,1,1,0,1,0,0,1
SWITCH40,1108,1,37,1,1,1,0,0,1,0,1,1,0
SWITCH41,1109,2,38,1,0,1,0,1,0,1,1,0,1
SWITCH41,1109,0,38,0,1,0,1,1,0,1,1,0,0
SWITCH41,1108,1,38,0,1,0,1,0,1,1,0,1,0
SWITCH41,1109,2,38,0,1,1,0,0,1,0,1,1,0
SWITCH42,1110,0,39,1,0,0,1,1,0,1,0,0,1
SWITCH40,1107,1,37,1,1,1,0,0,1,0,1,1,0
SWITCH40,1108,2,37,1,0,1,0,1,0,1,1,0,1
SWITCH41,1109,0,38,0,1,0,1,1,0,1,1,0,0
SWITCH41,1109,1,38,0,1,0,1,0,1,1,0,1,0
SWITCH41,1108,2,38,0,1,1,0,0,1,0,1,1,0
SWITCH41,1109,0,38,1,0,0,1,1,0,1,0,0,1
SWITCH40,1107,1,37,1,1,1,0,0,1,0,1,1,0
SWITCH40,1108,2,37,1,0,1,0,1,0,1,1,0,1
SWITCH41,1109,0,38,0,1,0,1,1,0,1,1,0,0
SWITCH41,1109,1,38,0,1,0,1,0,1,1,0,1,0
SWITCH41,1108,2,38,0,1,1,0,0,1,0,1,1,0
SWITCH41,1109,0,38,1,0,0,1,1,0,1,0,0,1
SWITCH42,1110,1,39,1,1,1,0,0,1,0,1,1,0
SWITCH42,1110,2,39,1,0,1,0,1,0,1,1,0,1
SWITCH42,1109,0,39,0,1,0,1,1,0,1,1,0,0
SWITCH42,1110,1,39,0,1,0,1,0,1,1,0,1,0
SWITCH43,1111,2,40,0,1,1,0,0,1,0,1,1,0
SWITCH41,1108,0,38,1,0,0,1,1,0,1,0,0,1
SWITCH41,1109,1,38,1,1,1,0,0,1,0,1,1,0
SWITCH42,1110,2,39,1,0,1,0,1,0,1,1,0,1
SWITCH42,1110,0,39,0,1,0,1,1,0,1,1,0,0
SWITCH42,1109,1,39,0,1,0,1,0,1,1,0,1,0
SWITCH42,1110,2,39,0,1,1,0,0,1,0,1,1,0
SWITCH41,1108,0,38,1,0,0,1,1,0,1,0,0,1
SWITCH41,1109,1,38,1,1,1,0,0,1,0,1,1,0
SWITCH42,1110,2,39,1,0,1,0,1,0,1,1,0,1
SWITCH42,1110,0,39,0,1,0,1,1,0,1,1,0,0
SWITCH42,1109,1,39,0,1,0,1,0,1,1,0,1,0
SWITCH42,1110,2,39,0,1,1,0,0,1,0,1,1,0
SWITCH43,1111,0,40,1,0,0,1,1,0,1,0,0,1
SWITCH43,1111,1,40,1,1,1,0,0,1,0,1,1,0
SWITCH43,1110,2,40,1,0,1,0,1,0,1,1,0,1
SWITCH43,1111,0,40,0,1,0,1,1,0,1,1,0,0
SWITCH44,1112,1,41,0,1,0,1,0,1,1,0,1,0
SWITCH42,1109,2,39,0,1,1,0,0,1,0,1,1,0
SWITCH42,1110,0,39,1,0,0,1,1,0,1,0,0,1
SWITCH43,1111,1,40,1,1,1,0,0,1,0,1,1,0
SWITCH43,1111,2,40,1,0,1,0,1,0,1,1,0,1
SWITCH43,1110,0,40,0,1,0,1,1,0,1,1,0,0
SWITCH43,1111,1,40,0,1,0,1,0,1,1,0,1,0
SWITCH42,1109,2,39,0,1,1,0,0,1,0,1,1,0
SWITCH42,1110,0,39,1,0,0,1,1,0,1,0,0,1
SWITCH43,1111,1,40,1,1,1,0,0,1,0,1,1,0
SWITCH43,1111,2,40,1,0,1,0,1,0,1,1,0,1
SWITCH43,1110,0,40,0,1,0,1,1,0,1,1,0,0
SWITCH43,1111,1,40,0,1,0,1,0,1,1,0,1,0
SWITCH44,1112,2,41,0,1,1,0,0,1,0,1,1,0
SWITCH44,1112,0,41,1,0,0,1,1,0,1,0,0,1
SWITCH44,1111,1,41,1,1,1,0,0,1,0,1,1,0
SWITCH44,1112,2,41,1,0,1,0,1,0,1,1,0,1
SWITCH45,1113,0,42,0,1,0,1,1,0,1,1,0,0
SWITCH43,1110,1,40,0,1,0,1,0,1,1,0,1,0
SWITCH43,1111,2,40,0,1,1,0,0,1,0,1,1,0
SWITCH44,1112,0,41,1,0,0,1,1,0,1,0,0,1
SWITCH44,1112,1,41,1,1,1,0,0,1,0,1,1,0
SWITCH44,1111,2,41,1,0,1,0,1,0,1,1,0,1
SWITCH44,1112,0,41,0,1,0,1,1,0,1,1,0,0
SWITCH43,1110,1,40,0,1,0,1,0,1,1,0,1,0
SWITCH43,1111,2,40,0,1,1,0,0,1,0,1,1,0
SWITCH44,1112,0,41,1,0,0,1,1,0,1,0,0,1
SWITCH44,1112,1,41,1,1,1,0,0,1,0,1,1,0
SWITCH44,1111,2,41,1,0,1,0,1,0,1,1,0,1
SWITCH44,1112,0,41,0,1,0,1,1,0,1,1,0,0
SWITCH45,1113,1,42,0,1,0,1,0,1,1,0,1,0
SWITCH45,1113,2,42,0,1,1,0,0,1,0,1,1,0
SWITCH45,1112,0,42,1,0,0,1,1,0,1,0,0,1
SWITCH45,1113,1,42,1,1,1,0,0,1,0,1,1,0
SWITCH46,1114,2,43,1,0,1,0,1,0,1,1,0,1
SWITCH44,1111,0,41,0,1,0,1,1,0,1,1,0,0
SWITCH44,1112,1,41,0,1,0,1,0,1,1,0,1,0
SWITCH45,1113,2,42,0,1,1,0,0,1,0,1,1,0
SWITCH45,1113,0,42,1,0,0,1,1,0,1,0,0,1
SWITCH45,1112,1,42,1,1,1,0,0,1,0,1,1,0
SWITCH45,1113,2,42,1,0,1,0,1,0,1,1,0,1
SWITCH44,1111,0,41,0,1,0,1,1,0,1,1,0,0
SWITCH44,1112,1,41,0,1,0,1,0,1,1,0,1,0
SWITCH45,1113,2,42,0,1,1,0,0,1,0,1,1,0
SWITCH45,1113,0,42,1,0,0,1,1,0,1,0,0,1
SWITCH45,1112,1,42,1,1,1,0,0,1,0,1,1,0
SWITCH45,1113,2,42,1,0,1,0,1,0,1,1,0,1
SWITCH46,1114,0,43,0,1,0,1,1,0,1,1,0,0
SWITCH46,1114,1,43,0,1,0,1,0,1,1,0,1,0
SWITCH46,1113,2,43,0,1,1,0,0,1,0,1,1,0
SWITCH46,1114,0,43,1,0,0,1,1,0,1,0,0,1
SWITCH47,1115,1,44,1,1,1,0,0,1,0,1,1,0
SWITCH45,1112,2,42,1,0,1,0,1,0,1,1,0,1
SWITCH45,1113,0,42,0,1,0,1,1,0,1,1,0,0
SWITCH46,1114,1,43,0,1,0,1,0,1,1,0,1,0
SWITCH46,1114,2,43,0,1,1,0,0,1,0,1,1,0
SWITCH46,1113,0,43,1,0,0,1,1,0,1,0,0,1
SWITCH46,1114,1,43,1,1,1,0,0,1,0,1,1,0
SWITCH45,1112,2,42,1,0,1,0,1,0,1,1,0,1
SWITCH45,1113,0,42,0,1,0,1,1,0,1,1,0,0
SWITCH46,1114,1,43,0,1,0,1,0,1,1,0,1,0
SWITCH46,1114,2,43,0,1,1,0,0,1,0,1,1,0
SWITCH46,1113,0,43,1,0,0,1,1,0,1,0,0,1
SWITCH46,1114,1,43,1,1,1,0,0,1,0,1,1,0
SWITCH47,1115,2,44,1,0,1,0,1,0,1,1,0,1
SWITCH47,1115,0,44,0,1,0,1,1,0,1,1,0,0
SWITCH47,1114,1,44,0,1,0,1,0,1,1,0,1,0
SWITCH47,1115,2,44,0,1,1,0,0,1,0,1,1,0
SWITCH48,1116,0,45,1,0,0,1,1,0,1,0,0,1
SWITCH46,1113,1,43,1,1,1,0,0,1,0,1,1,0
SWITCH46,1114,2,43,1,0,1,0,1,0,1,1,0,1
SWITCH47,1115,0,44,0,1,0,1,1,0,1,1,0,0
SWITCH47,1115,1,44,0,1,0,1,0,1,1,0,1,0
SWITCH47,1114,2,44,0,1,1,0,0,1,0,1,1,0
SWITCH47,1115,0,44,1,0,0,1,1,0,1,0,0,1
SWITCH46,1113,1,43,1,1,1,0,0,1,0,1,1,0
SWITCH46,1114,2,43,1,0,1,0,1,0,1,1,0,1
SWITCH47,1115,0,44,0,1,0,1,1,0,1,1,0,0
SWITCH47,1115,1,44,0,1,0,1,0,1,1,0,1,0
SWITCH47,1114,2,44,0,1,1,0,0,1,0,1,1,0
SWITCH47,1115,0,44,1,0,0,1,1,0,1,0,0,1
SWITCH48,1116,1,45,1,1,1,0,0,1,0,1,1,0
SWITCH48,1116,2,45,1,0,1,0,1,0,1,1,0,1
SWITCH48,1115,0,45,0,1,0,1,1,0,1,1,0,0
SWITCH48,1116,1,45,0,1,0,1,0,1,1,0,1,0
SWITCH49,1117,2,46,0,1,1,0,0,1,0,1,1,0
SWITCH47,1114,0,44,1,0,0,1,1,0,1,0,0,1
SWITCH47,1115,1,44,1,1,1,0,0,1,0,1,1,0
SWITCH48,1116,2,45,1,0,1,0,1,0,1,1,0,1
SWITCH48,1116,0,45,0,1,0,1,1,0,1,1,0,0
SWITCH48,1115,1,45,0,1,0,1,0,1,1,0,1,0
SWITCH48,1116,2,45,0,1,1,0,0,1,0,1,1,0
SWITCH47,1114,0,44,1,0,0,1,1,0,1,0,0,1
SWITCH47,1115,1,44,1,1,1,0,0,1,0,1,1,0
SWITCH48,1116,2,45,1,0,1,0,1,0,1,1,0,1
SWITCH48,1116,0,45,0,1,0,1,1,0,1,1,0,0
SWITCH48,1115,1,45,0,1,0,1,0,1,1,0,1,0
SWITCH48,1116,2,45,0,1,1,0,0,1,0,1,1,0
SWITCH49,1117,0,46,1,0,0,1,1,0,1,0,0,1
SWITCH49,1117,1,46,1,1,1,0,0,1,0,1,1,0
SWITCH49,1116,2,46,1,0,1,0,1,0,1,1,0,1
SWITCH49,1117,0,46,0,1,0,1,1,0,1,1,0,0
SWITCH50,1118,1,47,0,1,0,1,0,1,1,0,1,0
SWITCH48,1115,2,45,0,1,1,0,0,1,0,1,1,0
SWITCH48,1116,0,45,1,0,0,1,1,0,1,0,0,1
SWITCH49,1117,1,46,1,1,1,0,0,1,0,1,1,0
SWITCH49,1117,2,46,1,0,1,0,1,0,1,1,0,1
SWITCH49,1116,0,46,0,1,0,1,1,0,1,1,0,0
SWITCH49,1117,1,46,0,1,0,1,0,1,1,0,1,0
SWITCH48,1115,2,45,0,1,1,0,0,1,0,1,1,0
SWITCH48,1116,0,45,1,0,0,1,1,0,1,0,0,1
SWITCH49,1117,1,46,1,1,1,0,0,1,0,1,1,0
SWITCH49,1117,2,46,1,0,1,0,1,0,1,1,0,1
SWITCH49,1116,0,46,0,1,0,1,1,0,1,1,0,0
SWITCH49,1117,1,46,0,1,0,1,0,1,1,0,1,0
SWITCH50,1118,2,47,0,1,1,0,0,1,0,1,1,0
SWITCH50,1118,0,47,1,0,0,1,1,0,1,0,0,1
SWITCH50,1117,1,47,1,1,1,0,0,1,0,1,1,0
SWITCH50,1118,2,47,1,0,1,0,1,0,1,1,0,1
SWITCH51,1119,0,48,0,1,0,1,1,0,1,1,0,0
SWITCH49,1116,1,46,0,1,0,1,0,1,1,0,1,0
SWITCH49,1117,2,46,0,1,1,0,0,1,0,1,1,0
SWITCH50,1118,0,47,1,0,0,1,1,0,1,0,0,1
SWITCH50,1118,1,47,1,1,1,0,0,1,0,1,1,0
SWITCH50,1117,2,47,1,0,1,0,1,0,1,1,0,1
SWITCH50,1118,0,47,0,1,0,1,1,0,1,1,0,0
SWITCH49,1116,1,46,0,1,0,1,0,1,1,0,1,0
SWITCH49,1117,2,46,0,1,1,0,0,1,0,1,1,0
SWITCH50,1118,0,47,1,0,0,1,1,0,1,0,0,1
SWITCH50,1118,1,47,1,1,1,0,0,1,0,1,1,0
SWITCH50,1117,2,47,1,0,1,0,1,0,1,1,0,1
SWITCH50,1118,0,47,0,1,0,1,1,0,1,1,0,0
SWITCH51,1119,1,48,0,1,0,1,0,1,1,0,1,0
SWITCH51,1119,2,48,0,1,1,0,0,1,0,1,1,0
SWITCH51,1118,0,48,1,0,0,1,1,0,1,0,0,1
SWITCH51,1119,1,48,1,1,1,0,0,1,0,1,1,0
SWITCH52,1120,2,49,1,0,1,0,1,0,1,1,0,1
SWITCH50,1117,0,47,0,1,0,1,1,0,1,1,0,0
SWITCH50,1118,1,47,0,1,0,1,0,1,1,0,1,0
SWITCH51,1119,2,48,0,1,1,0,0,1,0,1,1,0
SWITCH51,1119,0,48,1,0,0,1,1,0,1,0,0,1
SWITCH51,1118,1,48,1,1,1,0,0,1,0,1,1,0
SWITCH51,1119,2,48,1,0,1,0,1,0,1,1,0,1
SWITCH50,1117,0,47,0,1,0,1,1,0,1,1,0,0
SWITCH50,1118,1,47,0,1,0,1,0,1,1,0,1,0
SWITCH51,1119,2,48,0,1,1,0,0,1,0,1,1,0
SWITCH51,1119,0,48,1,0,0,1,1,0,1,0,0,1
SWITCH51,1118,1,48,1,1,1,0,0,1,0,1,1,0
SWITCH51,1119,2,48,1,0,1,0,1,0,1,1,0,1
SWITCH52,1120,0,49,0,1,0,1,1,0,1,1,0,0
SWITCH52,1120,1,49,0,1,0,1,0,1,1,0,1,0
SWITCH52,1119,2,49,0,1,1,0,0,1,0,1,1,0
SWITCH52,1120,0,49,1,0,0,1,1,0,1,0,0,1
SWITCH53,1121,1,50,1,1,1,0,0,1,0,1,1,0
SWITCH51,1118,2,48,1,0,1,0,1,0,1,1,0,1
SWITCH51,1119,0,48,0,1,0,1,1,0,1,1,0,0
SWITCH52,1120,1,49,0,1,0,1,0,1,1,0,1,0
SWITCH52,1120,2,49,0,1,1,0,0,1,0,1,1,0
SWITCH52,1119,0,49,1,0,0,1,1,0,1,0,0,1
SWITCH52,1120,1,49,1,1,1,0,0,1,0,1,1,0
SWITCH51,1118,2,48,1,0,1,0,1,0,1,1,0,1
SWITCH51,1119,0,48,0,1,0,1,1,0,1,1,0,0
SWITCH52,1120,1,49,0,1,0,1,0,1,1,0,1,0
SWITCH52,1120,2,49,0,1,1,0,0,1,0,1,1,0
SWITCH52,1119,0,49,1,0,0,1,1,0,1,0,0,1
SWITCH52,1120,1,49,1,1,1,0,0,1,0,1,1,0
SWITCH53,1121,2,50,1,0,1,0,1,0,1,1,0,1
SWITCH53,1121,0,50,0,1,0,1,1,0,1,1,0,0
SWITCH53,1120,1,50,0,1,0,1,0,1,1,0,1,0
SWITCH53,1121,2,50,0,1,1,0,0,1,0,1,1,0
SWITCH54,1122,0,51,1,0,0,1,1,0,1,0,0,1
SWITCH52,1119,1,49,1,1,1,0,0,1,0,1,1,0
SWITCH52,1120,2,49,1,0,1,0,1,0,1,1,0,1
SWITCH53,1121,0,50,0,1,0,1,1,0,1,1,0,0
SWITCH53,1121,1,50,0,1,0,1,0,1,1,0,1,0
SWITCH53,1120,2,50,0,1,1,0,0,1,0,1,1,0
SWITCH53,1121,0,50,1,0,0,1,1,0,1,0,0,1
SWITCH52,1119,1,49,1,1,1,0,0,1,0,1,1,0
SWITCH52,1120,2,49,1,0,1,0,1,0,1,1,0,1
SWITCH53,1121,0,50,0,1,0,1,1,0,1,1,0,0
SWITCH53,1121,1,50,0,1,0,1,0,1,1,0,1,0
SWITCH53,1120,2,50,0,1,1,0,0,1,0,1,1,0
SWITCH53,1121,0,50,1,0,0,1,1,0,1,0,0,1
SWITCH54,1122,1,51,1,1,1,0,0,1,0,1,1,0
SWITCH54,1122,2,51,1,0,1,0,1,0,1,1,0,1
SWITCH54,1121,0,51,0,1,0,1,1,0,1,1,0,0
SWITCH54,1122,1,51,0,1,0,1,0,1,1,0,1,0
SWITCH55,1123,2,52,0,1,1,0,0,1,0,1,1,0
SWITCH53,1120,0,50,1,0,0,1,1,0,1,0,0,1
SWITCH53,1121,1,50,1,1,1,0,0,1,0,1,1,0
SWITCH54,1122,2,51,1,0,1,0,1,0,1,1,0,1
SWITCH54,1122,0,51,0,1,0,1,1,0,1,1,0,0
SWITCH54,1121,1,51,0,1,0,1,0,1,1,0,1,0
SWITCH54,1122,2,51,0,1,1,0,0,1,0,1,1,0
SWITCH53,1120,0,50,1,0,0,1,1,0,1,0,0,1
SWITCH53,1121,1,50,1,1,1,0,0,1,0,1,1,0
SWITCH54,1122,2,51,1,1,1,1,1,1,1,1,1,1
SWITCH54,1122,0,51,1,1,1,1,1,1,1,1,1,1
SWITCH54,1121,1,51,1,1,1,1,1,1,1,1,1,1
SWITCH54,1122,2,51,1,1,1,1,1,1,1,1,1,1
SWITCH55,1123,0,52,1,1,1,1,1,1,1,1,1,1
SWITCH55,1123,1,52,1,1,1,1,1,1,1,1,1,1
SWITCH55,1122,2,52,1,1,1,1,1,1,1,1,1,1
SWITCH55,1123,0,52,1,1,1,1,1,1,1,1,1,1
SWITCH56,1124,1,53,1,1,1,1,1,1,1,1,1,1
SWITCH54,1121,2,51,1,1,1,1,1,1,1,1,1,1
SWITCH54,1122,0,51,1,1,1,1,1,1,1,1,1,1
SWITCH55,1123,1,52,1,0,1,0,1,0,1,1,0,1
SWITCH55,1123,2,52,0,1,0,1,1,0,1,1,0,0
SWITCH55,1122,0,52,0,1,0,1,0,1,1,0,1,0
SWITCH55,1123,1,52,0,1,1,0,0,1,0,1,1,0
SWITCH54,1121,2,51,0,0,0,0,0,0,0,0,0,0
SWITCH54,1122,0,51,0,0,0,0,0,0,0,0,0,0
SWITCH55,1123,1,52,0,0,0,0,0,0,0,0,0,0
SWITCH55,1123,2,52,0,0,0,0,0,0,0,0,0,0
SWITCH55,1122,0,52,0,0,0,0,0,0,0,0,0,0
SWITCH55,1123,1,52,0,0,0,0,0,0,0,0,0,0
SWITCH56,1124,2,53,0,0,0,0,0,0,0,0,0,0
SWITCH56,1124,0,53,0,0,0,0,0,0,0,0,0,0
SWITCH56,1123,1,53,0,0,0,0,0,0,0,0,0,0
SWITCH56,1124,2,53,0,0,0,0,0,0,0,0,0,0
SWITCH57,1125,0,54,0,0,0,0,0,0,0,0,0,0
SWITCH55,1122,1,52,0,0,0,0,0,0,0,0,0,0
SWITCH55,1123,2,52,0,0,0,0,0,0,0,0,0,0
SWITCH56,1124,0,53,0,1,1,0,0,1,0,1,1,0
SWITCH56,1124,1,53,0,1,1,0,0,1,0,1,1,0
SWITCH56,1123,2,53,0,1,1,0,0,1,0,1,1,0
SWITCH56,1124,0,53,0,1,1,0,0,1,0,1,1,0
SWITCH55,1122,1,52,0,1,1,0,0,1,0,1,1,0
SWITCH55,1123,2,52,0,1,1,0,0,1,0,1,1,0
SWITCH56,1124,0,53,0,1,1,0,0,1,0,1,1,0
SWITCH56,1124,1,53,0,1,1,0,0,1,0,1,1,0
SWITCH56,1123,2,53,0,1,1,0,0,1,0,1,1,0
SWITCH56,1124,0,53,1,0,0,1,1,0,1,0,0,1
SWITCH57,1125,1,54,1,1,1,0,0,1,0,1,1,0
SWITCH57,1125,2,54,1,0,1,0,1,0,1,1,0,1
SWITCH57,1124,0,54,0,1,0,1,1,0,1,1,0,0
SWITCH57,1125,1,54,0,1,0,1,0,1,1,0,1,0
SWITCH58,1126,2,55,0,1,1,0,0,1,0,1,1,0
SWITCH56,1123,0,53,1,0,0,1,1,0,1,0,0,1
SWITCH56,1124,1,53,1,1,1,0,0,1,0,1,1,0
SWITCH57,1125,2,54,1,0,1,0,1,0,1,1,0,1
SWITCH57,1125,0,54,0,1,0,1,1,0,1,1,0,0
SWITCH57,1124,1,54,0,1,0,1,0,1,1,0,1,0
SWITCH57,1125,2,54,0,1,1,0,0,1,0,1,1,0
SWITCH56,1123,0,53,1,0,0,1,1,0,1,0,0,1
SWITCH56,1124,1,53,1,1,1,0,0,1,0,1,1,0
SWITCH57,1125,2,54,1,0,1,0,1,0,1,1,0,1
SWITCH57,1125,0,54,0,1,0,1,1,0,1,1,0,0
SWITCH57,1124,1,54,0,1,0,1,0,1,1,0,1,0
SWITCH57,1125,2,54,0,1,1,0,0,1,0,1,1,0
SWITCH58,1126,0,55,1,0,0,1,1,0,1,0,0,1
SWITCH58,1126,1,55,1,1,1,0,0,1,0,1,1,0
SWITCH58,1125,2,55,1,0,1,0,1,0,1,1,0,1
SWITCH58,1126,0,55,0,1,0,1,1,0,1,1,0,0
SWITCH59,1127,1,56,0,1,0,1,0,1,1,0,1,0
SWITCH57,1124,2,54,0,1,1,0,0,1,0,1,1,0
SWITCH57,1125,0,54,1,0,0,1,1,0,1,0,0,1
SWITCH58,1126,1,55,1,1,1,0,0,1,0,1,1,0
SWITCH58,1126,2,55,1,0,1,0,1,0,1,1,0,1
SWITCH58,1125,0,55,0,1,0,1,1,0,1,1,0,0
SWITCH58,1126,1,55,0,1,0,1,0,1,1,0,1,0
SWITCH57,1124,2,54,0,1,1,0,0,1,0,1,1,0
SWITCH57,1125,0,54,1,0,0,1,1,0,1,0,0,1
SWITCH58,1126,1,55,1,1,1,0,0,1,0,1,1,0
SWITCH58,1126,2,55,1,0,1,0,1,0,1,1,0,1
SWITCH58,1125,0,55,0,1,0,1,1,0,1,1,0,0
SWITCH58,1126,1,55,0,1,0,1,0,1,1,0,1,0
SWITCH59,1127,2,56,0,1,1,0,0,1,0,1,1,0
SWITCH59,1127,0,56,1,0,0,1,1,0,1,0,0,1
SWITCH59,1126,1,56,1,1,1,0,0,1,0,1,1,0
SWITCH59,1127,2,56,1,0,1,0,1,0,1,1,0,1
SWITCH60,1128,0,57,0,1,0,1,1,0,1,1,0,0
SWITCH58,1125,1,55,0,1,0,1,0,1,1,0,1,0
SWITCH58,1126,2,55,0,1,1,0,0,1,0,1,1,0
SWITCH59,1127,0,56,1,0,0,1,1,0,1,0,0,1
SWITCH59,1127,1,56,1,1,1,0,0,1,0,1,1,0
SWITCH59,1126,2,56,1,0,1,0,1,0,1,1,0,1
SWITCH59,1127,0,56,0,1,0,1,1,0,1,1,0,0
SWITCH58,1125,1,55,0,1,0,1,0,1,1,0,1,0
SWITCH58,1126,2,55,0,1,1,0,0,1,0,1,1,0
SWITCH59,1127,0,56,1,0,0,1,1,0,1,0,0,1
SWITCH59,1127,1,56,1,1,1,0,0,1,0,1,1,0
SWITCH59,1126,2,56,1,0,1,0,1,0,1,1,0,1
SWITCH59,1127,0,56,0,1,0,1,1,0,1,1,0,0
SWITCH60,1128,1,57,0,1,0,1,0,1,1,0,1,0
SWITCH60,1128,2,57,0,1,1,0,0,1,0,1,1,0
SWITCH60,1127,0,57,1,0,0,1,1,0,1,0,0,1
SWITCH60,1128,1,57,1,1,1,0,0,1,0,1,1,0
SWITCH61,1129,2,58,1,0,1,0,1,0,1,1,0,1
SWITCH59,1126,0,56,0,1,0,1,1,0,1,1,0,0
SWITCH59,1127,1,56,0,1,0,1,0,1,1,0,1,0
SWITCH60,1128,2,57,0,1,1,0,0,1,0,1,1,0
SWITCH60,1128,0,57,1,0,0,1,1,0,1,0,0,1
SWITCH60,1127,1,57,1,1,1,0,0,1,0,1,1,0
SWITCH60,1128,2,57,1,0,1,0,1,0,1,1,0,1
SWITCH59,1126,0,56,0,1,0,1,1,0,1,1,0,0
SWITCH59,1127,1,56,0,1,0,1,0,1,1,0,1,0
SWITCH60,1128,2,57,0,1,1,0,0,1,0,1,1,0
SWITCH60,1128,0,57,1,0,0,1,1,0,1,0,0,1
SWITCH60,1127,1,57,1,1,1,0,0,1,0,1,1,0
SWITCH60,1128,2,57,1,0,1,0,1,0,1,1,0,1
SWITCH61,1129,0,58,0,1,0,1,1,0,1,1,0,0
SWITCH61,1129,1,58,0,1,0,1,0,1,1,0,1,0
SWITCH61,1128,2,58,0,1,1,0,0,1,0,1,1,0
SWITCH61,1129,0,58,1,0,0,1,1,0,1,0,0,1
SWITCH62,1130,1,59,1,1,1,0,0,1,0,1,1,0
SWITCH60,1127,2,57,1,0,1,0,1,0,1,1,0,1
SWITCH60,1128,0,57,0,1,0,1,1,0,1,1,0,0
SWITCH61,1129,1,58,0,1,0,1,0,1,1,0,1,0
SWITCH61,1129,2,58,0,1,1,0,0,1,0,1,1,0
SWITCH61,1128,0,58,1,0,0,1,1,0,1,0,0,1
SWITCH61,1129,1,58,1,1,1,0,0,1,0,1,1,0
SWITCH60,1127,2,57,1,0,1,0,1,0,1,1,0,1
SWITCH60,1128,0,57,0,1,0,1,1,0,1,1,0,0
SWITCH61,1129,1,58,0,1,0,1,0,1,1,0,1,0
SWITCH61,1129,2,58,0,1,1,0,0,1,0,1,1,0
SWITCH61,1128,0,58,1,0,0,1,1,0,1,0,0,1
SWITCH61,1129,1,58,1,1,1,0,0,1,0,1,1,0
SWITCH62,1130,2,59,1,0,1,0,1,0,1,1,0,1
SWITCH62,1130,0,59,0,1,0,1,1,0,1,1,0,0
SWITCH62,1129,1,59,0,1,0,1,0,1,1,0,1,0
SWITCH62,1130,2,59,0,1,1,0,0,1,0,1,1,0
SWITCH63,1131,0,60,1,0,0,1,1,0,1,0,0,1
SWITCH61,1128,1,58,1,1,1,0,0,1,0,1,1,0
SWITCH61,1129,2,58,1,0,1,0,1,0,1,1,0,1
SWITCH62,1130,0,59,0,1,0,1,1,0,1,1,0,0
SWITCH62,1130,1,59,0,1,0,1,0,1,1,0,1,0
SWITCH62,1129,2,59,0,1,1,0,0,1,0,1,1,0
SWITCH62,1130,0,59,1,0,0,1,1,0,1,0,0,1
SWITCH61,1128,1,58,1,1,1,0,0,1,0,1,1,0
SWITCH61,1129,2,58,1,0,1,0,1,0,1,1,0,1
SWITCH62,1130,0,59,0,1,0,1,1,0,1,1,0,0
SWITCH62,1130,1,59,0,1,0,1,0,1,1,0,1,0
SWITCH62,1129,2,59,0,1,1,0,0,1,0,1,1,0
SWITCH62,1130,0,59,1,0,0,1,1,0,1,0,0,1
SWITCH63,1131,1,60,1,1,1,0,0,1,0,1,1,0
SWITCH63,1131,2,60,1,0,1,0,1,0,1,1,0,1
SWITCH63,1130,0,60,0,1,0,1,1,0,1,1,0,0
SWITCH63,1131,1,60,0,1,0,1,0,1,1,0,1,0
SWITCH64,1132,2,61,0,1,1,0,0,1,0,1,1,0
SWITCH62,1129,0,59,1,0,0,1,1,0,1,0,0,1
SWITCH62,1130,1,59,1,1,1,0,0,1,0,1,1,0
